Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2025-01-11,Back to the Future Part II,1989,https://boxd.it/8qc4St,4,Yes,"De pequeño esta era la que menos me gusta y a pesar que la disfruté más tengo serios problemas con la trama. A pesar que es una película hecha para disfrutarse y no pensarla tanto es muy difícil no cuestionarse cada 10 minutos porque se sobre complica el conflicto principal “la revista” 

Usando el principio del arma de Chéjov se te presenta al inicio de la película un flash que usa el Doc para desmayar a Jennifer y teniendo en cuenta esto podría ser tan fácil como usarlo con Biff y acabar la trama, podrían interceptar a Biff anciano antes que le de la revista a su versión Joven y quitarle la máquina del tiempo, podrían haber quemado la revista en el primer momento que Marty la tuvo en sus manos, etc, etc. y ese es el mayor problema de la película ya que asumiendo que el Doc es un genio actúa de forma muy incoherente para resolver los problemas de esta película

Aún así creo que es bastante disfrutable y entretenida, el mayor problema de la película es tratar de complicar un problema muy sencillo",,2025-01-10
2025-01-12,Back to the Future Part III,1990,https://boxd.it/8qJkix,5,Yes,"Mi favorita de la saga entera y en mi opinión la mejor, me parece increíble que las 3 películas usan el mismo arquetipo del viaje del héroe y una estructura muy similar entre sí pero todas tienen una identidad propia y un aura especial. 

<b style=""font-style: italic;"">“The future isnt written it can be changed”</b>

Lo que para mí hace especial la 3 es el cariño que se le nota que está en esta película todos los detalles fueron muy buenos cuidados y la trama fue uno de ellos, en contraste a la segunda película creo que esta crea un conflicto mucho más realista y que te mantiene más emocionado a lo largo de la película, ese es su punto fuerte. Agregar una trama de amor con el Doc también es un punto que fortalece mucho la trama de la película y la hace interesante sin sacarte mucho de la trama principal. 

El final es lo mejor de la película, te deja una sensación de alegría y nostalgia viendo los últimos 20 minutos de película, cerrando todas las tramas y dándote una historia redonda es una de las mejores decisiones que se pudieron tomar. Habría sido un grave error crear una cuarta película y me alegro que se hayan dado cuenta de esto los productores, muchos más estudios podrían tomar nota de esto",,2025-01-11
2025-01-12,"The Good, the Bad and the Ugly",1966,https://boxd.it/8riaQT,5,,"<i>“If you work for a living, why do you kill yourself working?”</i>

<b>CINE EN SU MÁXIMO ESPLENDOR, </b>estoy empezando el año y creo que está ha sido de las mejores primeras veces que veo una película, <i><b>no es solo contar una historia, es de qué manera la cuentas</b></i> y la manera en la que esta historia se cuenta es de las mejores que he podido ver en el cine, la cantidad de planos que me enamoraron de esta película no la puedo ni contar, la fotografía es uno de los aspectos que más resaltaron en mi primer vista de esta película. Es fácil ver como esta película deja una influencia enorme no solo en los westerns como género si no en el cine en general. 

Con los dedos de una mano puedo contar bandas sonoras como la de esta película o mejores, fue uno de los aspectos más cautivantes y que más me gustaron. 

Una historia de Ambición, traición y codicia, los ultimos minutos de enfrentamiento en la película es de lo mejor que se ha hecho en el cine. ni si quiera sentí las 3 horas totales de película 

5/5

Pd. Descubrí que el sample de 505 de Arctic Monkeys sale de aquí",,2025-01-11
2025-01-19,Split,2016,https://boxd.it/8wZxEH,3.5,,"Me gustó bastante, siento que por el género de película pudieron usar planos más interesantes en ciertos momentos pero fuera de ello me gustó mucho la trama y la forma de contarla 

Además hubo referencia a Kanye así que media estrella más por eso",,2025-01-18
2025-01-26,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/8CllWX,3.5,,"La primera que veo de esta saga, me pareció interesante y en varias partes cómica, lo que más destaco es la cantidad de memes que salió solo en la primera hora de película

Los efectos especiales para la época son muy buenos y la ambientación también",,2025-01-25
2025-01-31,Moneyball,2011,https://boxd.it/8FNrMH,4,,"<b><i>“I hate losing more than I want to win”</i></b> 

Una película de 2 horas que habla especialmente de estadísticas sobre baseball y no te aburre en ningún momento, la facilidad que tiene Brad Pitt para cautivarte en las películas y hacer tramas como estas interesantes me parece increíble. 

Me gustó mucho el color grading y fotografía de la película",,2025-01-30
2025-02-03,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/8IBr5V,4,,"<b><i>“Snow lands on top”</i></b>

La mejor después de la película original, toma todos los aspectos de esta primera película y los replica de muy buena forma, la virtud de esta película radica en su forma de hacerte sentir más en los momentos de diálogo que en las partes de acción y pelea, siendo esto algo que necesitaba esta franquicia y no estaba logrando en las entregas anteriores. 

La fotografía y el color son de mis aspectos favoritos, tiene un mayor cuidado al detalle en mostrar planos dinámicos cada vez que puede para contarte la historia de la película.",,2025-02-03
2025-02-10,"As Above, So Below",2014,https://boxd.it/8NaCuD,4,Yes,"Para ser una película de found footage está bien, ahora que la volví a ver los personajes principales me parecieron más annoying que la primera vez pero nada del otro mundo, creo que pudieron aprovechar más situaciones para crear terror y realizar jumpscares menos obvios 

Igual tengo que admitir que me gusta mucho esta película entonces por eso 4 estrellas",,2025-02-10
2025-02-17,Mamma Mia!,2008,https://boxd.it/8RHAol,5,,"INCREÍBLE, todo lo que las películas representan lo tiene esta película, buena fotografía, guion entretenido, buenos diálogos y actuaciones es increíble. Nueva película de confort desbloqueada 

Hoy descubrí que Sofi se sabe todas las canciones de ABBA",,2025-02-16
2025-03-20,Woman of the Hour,2023,https://boxd.it/9b6X4J,3,,"Había una muy buena historia que contar, una fotografía espectacular, buenos actores pero un mal guion. 

Muchos momentos de la película pueden hacerte sentir muchas más emociones de lo que se logra hacer, eso me decepcionó. Definitivamente no es una mala película pero no creo volverla a ver porque el guion y ritmo no me parecieron óptimos",,2025-03-19
2025-04-06,A Minecraft Movie,2025,https://boxd.it/9kD92v,2.5,,No salió minero al final ni referencias a planeta vegeta -2 estrellas,,2025-04-05
2025-04-20,What Women Want,2000,https://boxd.it/9sMbnb,3,,"Mejor romcom de lo que me imagine, algo predecible pero creo que pudieron tener un mejor Plot twist",,2025-04-19
2025-04-20,"Love, Rosie",2014,https://boxd.it/9sPHR9,2,,"Top 3 comerciales a favor del aborto 

Me pasé riendo toda la película porque el guion estaba terrible, 

hay tantas tramas a medias que es difícil poder sentirte emocional en los momentos más fuertes de la película porque no hay una buena construcción de las relaciones de los personajes, solo por una conversación con el papá de Rosie no te puede hacer sentir triste en su funeral, además le pasaban tantas cosas malas tan seguido que era un drama que parecía comedia y el tracklist me pareció terrible porque en vez de poner el ambiente para momentos fuertes de la trama me sacaba de ellos",,2025-04-20
2025-04-20,The Lorax,2012,https://boxd.it/9sRIvR,3.5,,La recordaba mejor pero sigue teniendo un bonito mensaje y buenos musicales,,2025-04-20
2025-06-23,Harry Potter and the Chamber of Secrets,2002,https://boxd.it/a5FSgJ,3,,No soy fan de esta porque siento que la trama se alargó más de lo que esperaba y el final tampoco fue tan explosivo como lo esperaba sin embargo tiene su encanto y momentos graciosos que la hacen tan disfrutable como la primera,,2025-06-22
2025-06-23,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/a5G2r3,4,,"Hasta el momento mi favorita de la saga, sabe mantener momentos graciosos de las entregas anteriores y seguir evolucionando la saga con una película que se acerca más a ser un thriller, los momentos de conflicto son mucho más memorables y el plot twist está muy bien trabajado. Ciertamente la volvería a ver",,2025-06-22
2025-08-02,Apocalypse Z: The Beginning of the End,2024,https://boxd.it/azG2cx,1.5,,"Es protagonista es de lejos la persona con peor instinto de supervivencia en una película apocalíptica. No hubo personajes memorables, los momentos dramáticos no se sintieron porque no se molestaron en desarrollar bien ninguna trama o que te agradara lo suficiente cualquier personaje. 

No hubo nada de suspenso tampoco, y el final flojito",,2025-08-01
2025-08-12,The Big Short,2015,https://boxd.it/aH7hZ7,3.5,,"Una pelicula con un gran casting de actores de primera linea y una historia muy interesante que contar, las narraciones creo que son parte clave para entender esta historia y una muy buena forma de llevar la trama",,2025-07-22
2025-08-26,Harry Potter and the Half-Blood Prince,2009,https://boxd.it/aRrQHd,3,,"El color y la cinematografía creo que son de los puntos más destacables de la película, le añade mucho carácter y una personalidad propia que considero se separa de las demás de la saga 

En cuanto a la trama considero que hay momentos que sentí no tan necesarios y que se pudieron explorar más tramas de personajes secundarios, en el sentido de que con las películas anteriores se viene construyendo un universo de personajes secundarios muy interesantes y en esta siento que no está explotado al 100 y por ende la sentí un poco vacía en ese aspecto

Pero las tramas de amor entre los personajes mantienen la película con un ritmo interesante que te hace agradar esta película, grandes expectativas en las últimas 2 películas",,2025-08-25
2025-09-01,Eyes Wide Shut,1999,https://boxd.it/aVrT5R,4,,"Kubrick tiene una forma muy especial de contar las historias donde no necesita que tengas un guion extenso para hacerte entender lo que significa una escena, casi de forma atmosférica donde la música es lo que rodea una escena y los planos largos te dicen todo lo que necesitas saber. 

De mi punto de vista la película muestra un ataque al ego del protagonista el cual no puede concebir la idea de su esposa pensando en otra persona que termina haciendo lo imposible para volverse a sentir en poder y control aunque eso signifique terminar en un culto elitista. Se podría ver como un estudio de la masculinidad desde la lupa de fragilidad del ego. 

Uno de mis aspectos favoritos de la película fue el color, se siente una buena intensidad de estos en la película sin sentirse saturada de estos, definitivamente uno de los aspectos que más me ha gustado de las películas de Kubrick. 

Finalmente no le doy 5 estrellas porque no estoy satisfecho con el final, se que cortaron 30 minutos de película y creo que hubieran sido necesarios para terminar la película de mejor forma ya que siento un final acelerado y con varias incógnitas sin respuesta",,2025-08-30
2025-09-01,Network,1976,https://boxd.it/aVwwY5,3.5,,"“The world is a college of corporations, inexorably determined by the immutable bylaws of business. The world is a business, Mr. Beale.“

Network es una película que fue hecha hace 50 años y el mensaje que tiene es igual de relevante que hoy, constantemente desde hace mucho tiempo las grandes corporaciones compiten por nuestra atención constantemente y esto provoca una saturación se mensajes genéricos que las personas dejan de escuchar. 

Hasta que Aparecen personas como Mr. Beale y hace algo tan fuera de lugar que capta la atención de todo el mundo. No hace falta investigar mucho para darse cuenta que desesperadamente la mayoría de personas en redes sociales hacen eso. No solo en redes sociales, los políticos y religiosos hablan mensajes similares con tonos de voz similares para permanecer relevantes. 

Creo que es una buena reflexión sobre lo que consumimos como sociedad y como somos susceptibles a ciertos mensajes",,2025-08-31
2025-09-01,The Shining,1980,https://boxd.it/aW1ntT,5,,"Es realmente una de las mejores películas que he visto en mi vida, desde el momento 1 Kubrick se encarga de crear una atmósfera que se siente tan misteriosa y te atrapa. 

Cada plano, parte del hotel, diálogo y escena está pensado de tal forma que como espectador no puedas despegar los ojos de la pantalla. Una de mis cosas favoritas de la película es como Kubrick rompe las reglas tradicionales de composición para contar la historia a su antojo",,2025-08-31
2025-09-06,The Blair Witch Project,1999,https://boxd.it/aZ5qBh,4,,"Lo mejor del terror no es mostrarte escenas explícitas de jumpscares que te asustan un segundo y luego se pasan, el verdadero terror es algo que se construye a lo largo de una película pasó a paso

Hacer que tu espectador se imagine el mounstro de tu película es de las cosas más poderosas que se pueden hacer en este género, porque va a quedarse en la mente del espectador por largo rato.",,2025-09-06
2025-09-07,Creep,2014,https://boxd.it/aZmB3f,2.5,,"Michael Scott si fuera un serial killer 

Me reí más con esta película que con otras de comedia",,2025-09-06
2025-09-08,28 Weeks Later,2007,https://boxd.it/b0rcT5,2.5,,"La primera escena de la película genuinamente creo que es de los mejores inicios para una película de zombies, es impecable, sin embargo el resto de la película no logra mantenerse a ese mismo nivel

La cantidad de cortes que hay en cada escena de acción me marea",,2025-09-07
2025-09-08,Punch-Drunk Love,2002,https://boxd.it/b0vbG3,3,,"“It Looks Like Hawaii in Here”

No logré conectar del todo con la película, me gustó el uso de colores y el juego de la cámara a lo largo de la película, sin embargo el ritmo no es algo a lo que me haya adecuado y honestamente esperaba un poco más

P.s. La banda sonora también fue un muy buen aspecto de la película",,2025-09-07
2025-09-14,Harry Potter and the Deathly Hallows: Part 1,2010,https://boxd.it/b45p7F,4,,"Muy buena, en algunas partes la trama es un poco más larga de lo que debería sin embargo creo que sabe como mantener tu atención todo el tiempo",,2025-09-13
2025-09-14,Harry Potter and the Deathly Hallows: Part 2,2011,https://boxd.it/b45yqL,4.5,,"Me encantó completamente el final, sin duda la Mejor película de Harry potter, en todo momento no pude despegar la mirada de la pantalla, los plot twist, las peleas, la finalización del viaje del héroe y el desarrollo de personaje de Harry, Ron y Hermione me encanta. 

Sin embargo hay 2 puntos muy claros a mejorar que creo que a lo largo de toda la trama han no me gustaron y es como apresuran los romances y no se desarrollan del todo, Esto se ve con Hermione y Ron o con Harry y Ginny. Además de cómo se apresuran las muertes, personajes que haz desarrollado por muchas películas solo mueren y deberían tener un énfasis mayor. 

Fuera de eso ya siento nostalgia por volver a ver la saga de nuevo",,2025-09-13
2025-09-15,Pearl,2022,https://boxd.it/b4SQZx,3,,"La primera parte me parece muy buena, el tomar una trama típica de Disney donde piensas que el protagonista alcanzará su sueño y cambiarla completamente me pareció algo muy bien ejecutado, al igual que la fotografía y el color que son aspectos muy buenos junto con el monólogo final de la madre y de Pearl 

Sin embargo el problema de la película considero que es la falta de suspenso en cada una de las muertes, no hay ese elemento de miedo que te tenga como espectador con ansiedad de la siguiente escena, no está mal del todo como lo hicieron en la película pero pudo ser mejor",,2025-09-14
2025-09-17,Creep 2,2017,https://boxd.it/b5GgSF,3,,"Esta saga es más graciosa de lo que debería, me parece un poco más interesante que la anterior, logrando captar de mejor forma mi atención a lo largo de la película",,2025-09-16
2025-09-17,X,2022,https://boxd.it/b5ZdsR,3.5,,"Mucho mejor que Pearl, hace un buen trabajo manteniendo un ritmo adecuado en la trama teniendo en cuenta el cambio de trama a la mitad de la película

El suspenso, las muertes, la ambientación y fotografía son aspectos muy trabajados que hacen de esta película iconica y memorable",,2025-09-16
2025-09-18,Me Before You,2016,https://boxd.it/b67Jmd,2.5,,"La historia sería mucho mejor con algunos dices en la trama, empezando por lo innecesario que es la relación de Patrick y Lou. No aporta en nada, no sale nada interesante y en lo único que me hace pensar es que Lou está siendo infiel en cada escena con William, también en personaje de Lou me parece que puede ser más maduro y la trama funcionaría de igual forma. 

A pesar de que el plot general de la película se basa en la inevitable muerte de William creo que se pudo hacer de mejor forma y enfatizarlo más de alguna forma",,2025-09-17
2025-09-19,Ted 2,2015,https://boxd.it/b70koX,2.5,,"Lastimosamente como la mayoría de secuelas no está al nivel de la primera, los chistes no son tan buenos como lo eran en la primera pero me parece una película buena para pasar el rato",,2025-09-19
2025-10-04,Fallen Angels,1995,https://boxd.it/bg5W8f,4,,"Si reducimos el cine a la definición más minimalista de lo que es, lo podríamos resumir en una composición audiovisual que cuenta una historia. Eso siento que es fallen angels, es una forma espectacular de contar historias desde distintas perspectivas utilizando todos los recursos posibles que se tiene en este medio. 

La fotografía es espectacular, la colorizacion y el plano holandés dan un feeling muy específico que denota perfectamente la situación y el mundo en el que viven nuestros personajes principales. 

Encapsular ese sentimiento utilizando esos recursos es algo increíble.",,2025-10-04
2025-10-05,Chungking Express,1994,https://boxd.it/bgmHeB,4.5,,"<i>“If memories could be canned, would they also have expiry dates?  If so I hope they last for centuries”</i>
 
Una de las primeras impresiones que tengo de Wong Kar Wai es su fotografía, no puedo mencionar otro director el cual me haya encantado tanto en este aspecto, la forma de capturar escenas tan cotidianas y llenarlas de tanto color y vida es una marca que distingue su cine de cualquier otro. 

Ambas historias de amor son bastante interesantes, la cantidad de cosas que te puede hacer experimentar y relacionarte con ellas es increíble, sin embargo creo que en esta película el error que para mí hace que no sea perfecta es que la primera parte debió durar más. 

Creo que es una película que miraré en distintas ocasiones en el futuro ya que me atrapó mucho la trama y los personajes",,2025-10-04
2025-10-05,Full Metal Jacket,1987,https://boxd.it/bgPIRn,5,,"<i>“I think I was trying to suggest something about the duality of man, sir.”</i>

Las muertes son sin sentido, con poca importancia y sin énfasis en la trama, al igual que lo fue la guerra de Vietnam. 

Kubrick tiene una forma de contar historias en la cual permite que como espectador entres a una atmósfera especial con cada película que hace, Full Metal Jacket no es la excepción. 

Ambas partes de la película son igual de increíbles y te muestran el mismo mensaje de perspectivas diferentes, como <b>la guerra es el acto más deshumanizante que tenemos como especie</b> no importa que estés en tu entrenamiento para ser marinero o en el campo de batalla, la guerra es el peor acto que tenemos como especie. 

El arco de Pyle y Joker son dos caras de la misma moneda, el viaje de un hombre en la pérdida de su cordura y humanidad.",,2025-10-04
2025-10-07,Ready Player One,2018,https://boxd.it/bhRfu3,2.5,,"Considero que el gran problema de la película es que tiene muy definido el público al cual esta película tiene que apelar, fanáticos de la cultura popular de los 90’s y 00’s, sin embargo la trama, diálogos, personajes son solo interesantes para un público menor, lo cual es el gran problema porque por más que quiera que me gusten las referencias que se hacen a franquicias que amo, no puedo conectar con ellas al tener diálogos tan terribles y básicos que ofrece la trama.",,2025-10-06
2025-10-07,The House,2022,https://boxd.it/bigjLH,3,,"No considero que la película tenga una mala historia que contar, al contrario creo que se pueden hacer teorías bastante interesantes de lo que representa cada una de las partes. 

Sin embargo desde un punto de vista de espectador resulta algo lento tratar de descifrar cada parte, a como yo lo interpreté la casa representa un mal para cada persona diferente que la habita, exagera sus miedos, sentimientos o características hasta un punto máximo",,2025-10-07
2025-10-08,Isle of Dogs,2018,https://boxd.it/biHBSv,4,,"Un arquetipo típico del viaje del héroe cuando es ejecutado de buena forma me encantará siempre, eso es esta obra, un arquetipo bastante conocido para una película, una trama fácil de digerir pero <b>entretenida</b>. 

A veces parece que hacer una película entretenida suena fácil pero realmente son pocas las películas que siendo tan simples pueden gustarte y llegar al corazón. 

Me veo volviendo en el futuro a esta película y considero que es una a la que le guardaré cariño",,2025-10-07
2025-10-12,One Battle After Another,2025,https://boxd.it/blfoCP,4.5,,"<i>“The Revolution will not be televised”</i>

En un mundo de constantes luchas sociales para que todos podamos tener los mismos derechos PTA hace una película que se burla de la extrema derecha en nuestro siglo, su ideales y forma de operar. 

A lo largo de la película vemos muchos personajes los cuales a pesar de sus diferencias tienen algo en común y es la convicción en sus ideales. Todos están dispuestos a matar o morir por sus creencias y estos personajes crean constantemente una atmósfera llena de distintas emociones que como espectador no te permiten despegar los ojos de la pantalla. 

Acompañado con una banda sonora espectacular que te atrapa constantemente en esta atmósfera simplemente con un piano a lo largo de los momentos tensos, me recordó al uso de la música como parte de la escena en <b>Punch-Drunk Love, </b>lo cual me pareció de los aspectos fuertes en esa película y que en One Battle After another se mejora.",,2025-10-11
2025-10-14,Fantastic Mr. Fox,2009,https://boxd.it/bmi8hV,4,,"Es refrescante ver en animación las tramas que hace Wes Anderson, los diálogos son un punto fuerte de la película, son por un lado fáciles de entender, directos pero sin dejar de ser profundos en ciertos momentos, una película que puede disfrutan tanto un niño como adulto. 

Los colores son otro aspecto que me encanta, son densos, cálidos, bien logrados que te transmiten una sensación de nostalgia inmediata la primera vez que miras la película.",,2025-10-13
2025-12-13,Five Nights at Freddy's 2,2025,https://boxd.it/c1FTGD,2,,"No sentí nada, hubo momentos graciosos pero los jumpscares no son tan buenos",,2025-12-12
2026-01-07,Stranger Things 5: The Finale,2025,https://boxd.it/cuaJgp,3.5,,"No está mal, pero la serie tuvo mejores peaks",,2026-01-03
2026-01-11,The Housemaid,2025,https://boxd.it/czjKP9,3.5,,"La primera parte de la película sabe mantenerse mucho mejor, tiene un muy buen suspenso y sabe construir bastante bien ese suspenso de lo que puede pasar, sin embargo la segunda parte no es tan buena como la primera aunque no diría que es mala 

Un aspecto que no puedo ignorar y es de lo peor de la película es el Soundtrack. Es terrible, anti climático y más bien te saca de el suspenso que puedas tener",,2026-01-10
2026-01-17,Amores Perros,2000,https://boxd.it/cFU5Bj,4.5,,"<b style=""font-style: italic;"">“Porque también somos lo que hemos perdido”</b>

Obra maestra desde el primer cuadro hasta el último, la primera historia es una de las mejores experiencias que he tenido en una película, es emocionante, acelera tu corazón y a pesar de que al inicio te muestran ese choque te da una ansiedad increíble por cómo se construye todo hasta ese momento. 

La segunda historia no es tan fuerte como la primera y creo que fue la parte que más me perdió en la película, sin embargo la tercera fue otra obra maestra que te mantiene pegado a la pantalla y con ganas de saber que está a punto de pasar. 

La película es violenta, cruda, sucia y me encanta, el movimiento de la cámara cuando graban en el carro, el grano que se ve en las tomas y los desenfoques de cámara le dan un carácter único. 

La única razón para no darle 5 estrellas fue la historia del medio que considero pudo ser más interesante pero no logró captar del todo mi atención",,2026-01-16
